ID,Mien,Part of Speech,English,French,Thai,Lao,Vietnamese,Chinese,Mandarin,Cantonese,Note (English),Note (French),Note (Thai),Note (Lao),Note (Vietnamese),Note (Chinese),Example (Mien),Example (English),Example (French),Example (Thai),Example (Lao),Example (Vietnamese),Example (Chinese),Variant,Synonym,Usage,Origin,AudioOriginal,AudioAI,AudioExample
5830,lorh,verb,to sift,tamiser,เพื่อร่อน,ກັ່ນກອງ,sàng/lọc,筛,shāi,sai1,,,,,,,,,,,,,,,,,,Original/lorh.mp3,AI/lorh_AI.mp3,
5831,Lorh Ciang Nquenc,noun,Le Chang County,Comté de Le Chang,อำเภอเลอชาง,ເມືອງເລຊາງ,huyện Lạc Xương,乐昌县,Lèchāng Xiàn,lok6 coeng1 jyun6,"The former Lechang County in Shaoguan, Guangdong, is remembered in Mien oral tradition as their ancestors' landing place after the ""Floating Across the Sea"" migration.","L'ancien comté de Lechang, à Shaoguan (Guangdong), est mentionné dans la tradition orale Mien comme le lieu de débarquement de leurs ancêtres après la migration « Flottant à travers la mer ».","ในประเพณีปากเปล่าของชาวเมี่ยน เล่าขานกันว่าอดีตอำเภอเล่อฉางในเมืองเส้ากวน มณฑลกวางตุ้ง เป็นสถานที่ที่บรรพบุรุษของพวกเขาขึ้นฝั่งหลังจากอพยพ ""ล่องลอยข้ามทะเล""","ອະດີດເມືອງເລີຊາງໃນຊາວກວນ, ກວາງຕຸ້ງ, ໄດ້ຖືກຈົດຈຳໃນປະເພນີປາກເປົ່າມຽນວ່າເປັນສະຖານທີ່ຂຶ້ນຝັ່ງຂອງບັນພະບຸລຸດຂອງພວກເຂົາຫຼັງຈາກການອົບພະຍົບ ""ລອຍຂ້າມທະເລ"".","Trong truyền thuyết dân gian của người Mien, huyện Lê Xương cũ ở Thiệu Quan, Quảng Đông, được ghi nhớ như là nơi tổ tiên họ đặt chân đến sau cuộc di cư ""Vượt biển"".",广东韶关市原乐昌县在勉族口述传统中被铭记为他们的祖先“浮渡大海”迁徙后的登陆地。,,,,,,,,,,,,Original/Lorh_Ciang_Nquenc.mp3,AI/Lorh_Ciang_Nquenc_AI.mp3,
5832,lorh gaeng,noun,watch,montre,ดู,ເບິ່ງ,theo dõi,觀看,guān kàn,gun1 hon3,,,,,,,,,,,,,,,,,,Original/lorh_gaeng.mp3,AI/lorh_gaeng_AI.mp3,
5833,lorh gaeng,noun,clock,horloge,นาฬิกา,ໂມງ,đồng hồ,时钟,shízhōng,si4 zung1,,,,,,,,,,,,,,,,,,Original/lorh_gaeng.mp3,AI/lorh_gaeng_AI.mp3,
5836,lorh-om,noun,saddle for donkey,selle pour âne,อานสำหรับลา,ອານສຳລັບລາ,yên lừa,驴鞍,lǘ'ān,leoi4 on1,,,,,,,,,,,,,,,,,,Original/lorh_om.mp3,AI/lorh_om_AI.mp3,
5834,lorh torh,noun,camel,chameau,อูฐ,ອູດ,lạc đà,骆驼,luò tuó,lok3 to4,,,,,,,,,,,,,,,,,Chinese,Original/lorh_torh.mp3,AI/lorh_torh_AI.mp3,
5838,lorkv,adjective,scattered or spread out in large numbers,dispersés ou répandus en grand nombre,กระจัดกระจายหรือแผ่ขยายออกไปเป็นจำนวนมาก,ກະແຈກກະຈາຍໄປເປັນຈຳນວນຫຼວງຫຼາຍ,rải rác số lượng lớn,大面积散布,dà miànjī sànbù,daai6 min6 zik1 saan3 bou3,,,,,,,,,,,,,,,,,,Original/lorkv.mp3,AI/lorkv_AI.mp3,
5839,lorkv,verb,to lock,verrouiller,เพื่อล็อค,ເພື່ອລັອກ,chốt cửa,上鎖,shàng suǒ,soeng5 so2,,,,,,,,,,,,,,,,,,Original/lorkv.mp3,AI/lorkv_AI.mp3,
5840,lormv,adjective,sticking out (of glob of sticky material),qui dépasse (d'une boule de matière collante),ยื่นออกมา (จากก้อนวัสดุเหนียว),ຍື່ນອອກມາ,dính nhô ra,凸出的（粘性物）,tūchū de (zhánxìngwù),dat6 ceot1 dik1 (zim1 sing3 mat6),,,,,,,,,,,,,,,,,,Original/lormv.mp3,AI/lormv_AI.mp3,
5841,lornc,verb,to cut back and forth with knife,couper d'avant en arrière avec un couteau,ใช้มีดตัดไปมา,ຕັດໄປມາດ້ວຍມີດ,cắt qua lại,來回切割,láihuí qiēgē,loi4 wui4 cit3 got3,,,,,,,,,,,,,,,,,,Original/lornc.mp3,AI/lornc_AI.mp3,
5842,lorng,noun,frame,cadre,เฟรม,ກອບ,khung hình,边框,biān kuàng,bin1 hong1,,,,,,,,,,,,,,,,,,Original/lorng.mp3,AI/lorng_AI.mp3,
5854,lorng-korng,adverb,lorng-korng,lorng-korng,ลอร์ง-คอร์ง,ລໍງກອງ,bòn bon,龙宫果,lónggōng guǒ,lung4 gung1 gwo2,,,,,,,,,,,,,,,,,,Original/lorng_korng.mp3,AI/lorng_korng_AI.mp3,
5843,lorngc,adjective,superficial,superficiel,ผิวเผิน,ເໜືອພື້ນຜິວ,hời hợt,膚淺,fūqiǎn,fu1 cin2,,,,,,,,,,,,,,,,,,Original/lorngc.mp3,AI/lorngc_AI.mp3,
5844,lorngc,adjective,slipshod,négligé,สะเปะสะปะ,ລື່ນໆ,cẩu thả,马虎的,mǎhu de,maa5 fu2 dik1,,,,,,,,,,,,,,,,,,Original/lorngc.mp3,AI/lorngc_AI.mp3,
5845,lorngc,adjective,lack of skill and quality,manque de compétences et de qualité,ขาดทักษะและคุณภาพ,ຂາດທັກສະ ແລະ ຄຸນນະພາບ,thiếu tay nghề,水平低,shuǐpíng dī,seoi2 ping4 dai1,,,,,,,,,,,,,,,,,,Original/lorngc.mp3,AI/lorngc_AI.mp3,
5846,lorngc,verb,to wander about,errer,เดินเล่นไปรอบๆ,ທ່ຽວໄປມາ,đi vơ vẩn,游荡,yóu dàng,jau4 dong6,,,,,,,,,,,,,,,,,,Original/lorngc.mp3,AI/lorngc_AI.mp3,
5847,lorngh,adjective,having vertical ridges,présentant des crêtes verticales,มีสันนูนแนวตั้ง,ມີສັນຕັ້ງ,có gờ dọc,有垂直脊的,yǒu chuí zhí jǐ de,jau5 seoi6 zik6 zik3 dik1,,,,,,,,,,,,,,,,,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5848,lorngh,noun,high official (term of respect),haut fonctionnaire (terme de respect),เจ้าหน้าที่ระดับสูง (คำแสดงความเคารพ),ເຈົ້າໜ້າທີ່ຊັ້ນສູງ,quan chức cao cấp,高官,gāo guān,gou1 gun1,,,,,,,,,,,,,,,,Literary,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5849,lorngh,noun,edge,bord,ขอบ,ຂອບ,cạnh,棱,léng,ling4,,,,,,,,,,,,,,,,,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5850,lorngh,noun,gentleman,gentilhomme,สุภาพบุรุษ,ສຸພາບບຸລຸດ,quý ông,绅士,shēn shì,san1 si6,,,,,,,,,,,,,,,,Literary,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5851,lorngh,noun,ridge,crête,สันเขา,ສັນພູ,dãy núi,山脊,shānjǐ,saan1 zik3,,,,,,,,,,,,,,,,,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5852,lorngh,Onomatopoeia,lorng,long,ลอร์ง,ລໍງ,lorng,龙,lóng,lung4,,,,,,,,,,,,,,,,,,Original/lorngh.mp3,AI/lorngh_AI.mp3,
5853,lorngh mbuox,noun,second level of Taoist ritual priesthood spiritual name,nom spirituel du deuxième niveau du sacerdoce rituel taoïste,ชื่อทางจิตวิญญาณของนักบวชพิธีกรรมเต๋า ระดับที่สอง,ລະດັບທີສອງຂອງນາມທາງວິນຍານຂອງປະໂລຫິດພິທີກຳສາສະໜາເຕົ໋າ,đạo sĩ cấp hai,二级道士,èrjí dàoshì,ji6 kap1 dou6 si6,,,,,,,,,,,,,,,,,,Original/lorngh_mbuox.mp3,AI/lorngh_mbuox_AI.mp3,
5855,lorngv,Onomatopoeia,"loud, high‑pitched talking heard from some distance",Des voix fortes et aiguës entendues à une certaine distance,ได้ยินเสียงพูดคุยดังและแหลมสูงมาจากระยะไกล,ໄດ້ຍິນສຽງເວົ້າດັງໆ ແລະ ສຽງສູງໆ ມາແຕ່ໄກໆ,nói lớn,大声说话,dàshēng shuōhuà,daai6 sing1 syut3 waa6,,,,,,,,,,,,,,,,,,Original/lorngv.mp3,AI/lorngv_AI.mp3,
5856,lorngx,verb,"to rest on (esp. linear, horizontal objects)",se reposer sur (surtout des objets linéaires et horizontaux),วางพัก (โดยเฉพาะวัตถุที่เป็นเส้นตรงและแนวนอน),"ວາງຢູ່ເທິງ (ໂດຍສະເພາະວັດຖຸທີ່ເປັນເສັ້ນຊື່, ແນວນອນ)",tựa lên,搭在,dā zài,daap3 zoi6,,,,,,,,,,,,,,,,,,Original/lorngx.mp3,AI/lorngx_AI.mp3,
5857,lorngx,verb,to lay something on,déposer quelque chose sur,วางบางสิ่งบางอย่างลง,ວາງບາງສິ່ງບາງຢ່າງໄວ້,đặt vật lên,放置在上面,fàng zhì zài shàng miàn,fong3 zi3 zoi6 soeng6 min6,,,,,,,,,,,,,,,,,,Original/lorngx.mp3,AI/lorngx_AI.mp3,
5858,lorngz,adjective,"large and round (of eyes/holes, etc.)","grands et ronds (avec des yeux/trous, etc.)",ใหญ่และกลม (มีตา/รู ฯลฯ),"ໃຫຍ່ ແລະ ກົມ (ມີຕາ/ຮູ, ແລະອື່ນໆ)",to tròn,又大又圆,yòu dà yòu yuán,jau6 daai6 jau6 jyun4,,,,,,,,,,,,,,,,,,Original/lorngz.mp3,AI/lorngz_AI.mp3,
5859,lorngz,verb,to flash/move in the distance (as flashlight here and there),clignoter/se déplacer au loin (comme une lampe de poche ici et là),ส่องแสง/เคลื่อนไหวในระยะไกล (เช่น ไฟฉายส่องไปมา),ເພື່ອກະພິບ/ເຄື່ອນທີ່ໄປໃນໄລຍະໄກ (ເປັນໄຟສາຍຢູ່ບ່ອນນັ້ນບ່ອນນັ້ນ),loé sáng xa,远处闪动,yuǎnchù shǎndòng,jyun5 cyu3 sim2 dung6,,,,,,,,,,,,,,,,,,Original/lorngz.mp3,AI/lorngz_AI.mp3,
5860,lorpc,Onomatopoeia,crackling/popping,crépitements,เสียงแตก/เสียงปะทุ,ສຽງແຕກ/ສຽງແຕກ,lách tách,噼啪,pīpā,pik1 paak1,,,,,,,,,,,,,,,,,,Original/lorpc.mp3,AI/lorpc_AI.mp3,
5861,lorpc lorpc,Onomatopoeia,popping or crackling sound repeatedly,un bruit de claquement ou de crépitement répété,เสียงปะทุหรือเสียงแตกซ้ำๆ,ສຽງແຕກ ຫຼື ສຽງແຕກຊ້ຳໆ,tiếng nổ lách tách liên tục,噼啪声,pīpāshēng,pik1 paa1 sing1,,,,,,,,,,,,,,,,,,Original/lorpc_lorpc.mp3,AI/lorpc_lorpc_AI.mp3,
5862,lorpc zorpc,adjective,all mixed up together,tout mélangé,ปะปนกันไปหมด,ທັງໝົດປະສົມເຂົ້າກັນ,trộn lẫn hết,混在一起,hùn zài yìqǐ,wan6 zoi6 jat1 hei2,,,,,,,,,,,,,,,,,,Original/lorpc_zorpc.mp3,AI/lorpc_zorpc_AI.mp3,
5863,lorqc,noun,something which holds item in place,quelque chose qui maintient l'objet en place,สิ่งที่ใช้ยึดสิ่งของให้อยู่กับที่,ສິ່ງຂອງທີ່ຍຶດສິ່ງຂອງໄວ້,vật giữ cố định,固定物,gùdìngwù,gu3 ding6 mat6,,,,,,,,,,,,,,,,,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5864,lorqc,particle,particle indicating certainty or emphatic correction of remark/assumption,particule indiquant la certitude ou une correction catégorique d'une remarque/hypothèse,อนุภาคที่แสดงถึงความแน่นอนหรือการแก้ไขข้อสังเกต/ข้อสันนิษฐานอย่างหนักแน่น,ອະນຸພາກທີ່ຊີ້ບອກເຖິງຄວາມແນ່ນອນ ຫຼື ການແກ້ໄຂຢ່າງໜັກແໜ້ນຂອງຄຳເຫັນ/ການສົມມຸດຕິຖານ,trợ từ nhấn mạnh,确实助词,quèshí zhùcí,kok3 sat6 zo6 ci4,,,,,,,,,,,,,,,,,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5865,lorqc,verb,to drop,laisser tomber,ทิ้ง,ຫຼຸດລົງ,rơi,掉下,diàoxià,diu6 haa6,,,,,,,,,,,,,,,,Literary,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5866,lorqc,verb,to fall,tomber,ตก,ຕົກ,rơi,掉落,diào luò,diu6 lok6,,,,,,,,,,,,,,,,Literary,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5867,lorqc,verb,to fall into place,se mettre en place,เพื่อให้เข้าที่เข้าทาง,ຕົກລົງໄປຢູ່ບ່ອນເດີມ,rơi xuống hố,掉進坑裡,diào jìn kēng lǐ,diu6 zeon3 hang1 leoi5,,,,,,,,,,,,,,,,Literary,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5868,lorqc,verb,to reduce moisture through absorption or evaporation without causing dryness,réduire l'humidité par absorption ou évaporation sans provoquer de sécheresse,เพื่อลดความชื้นโดยการดูดซับหรือระเหยโดยไม่ทำให้แห้ง,ເພື່ອຫຼຸດຜ່ອນຄວາມຊຸ່ມຊື່ນຜ່ານການດູດຊຶມ ຫຼື ການລະເຫີຍໂດຍບໍ່ເຮັດໃຫ້ແຫ້ງ,làm khô bằng cách hút ẩm,吸干水分,xī gān shuǐ fèn,kap1 gon1 seoi2 fan6,,,,,,,,,,,,,,,,,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5869,lorqc,verb,to mount in setting,monter dans le cadre,เพื่อติดตั้งในการตั้งค่า,ເພື່ອຕິດຕັ້ງໃນການຕັ້ງຄ່າ,lắp ráp,鑲嵌,xiāng qiàn,soeng1 ham3,,,,,,,,,,,,,,,,,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5870,lorqc,verb,to settle on,se régler sur,เพื่อตัดสินใจ,ຕົກລົງ,chọn quyết định,选定,xuǎndìng,syun2 ding6,,,,,,,,,,,,,,,,Literary,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5871,lorqc,verb,to finalize,finaliser,เพื่อสรุปให้เสร็จสิ้น,ເພື່ອສຳເລັດ,hoàn tất,最终确定,zuìzhōng quèdìng,zeoi3 zung1 kok3 ding6,,,,,,,,,,,,,,,,Literary,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5872,lorqc,verb,to place in casing,placer dans un étui,เพื่อใส่ในปลอก,ວາງໄວ້ໃນກ່ອງ,cho vào vỏ,裝入外殼,zhuāng rù wài ké,zong1 jap6 ngoi6 hok3,,,,,,,,,,,,,,,,,,Original/lorqc.mp3,AI/lorqc_AI.mp3,
5874,lorqc faix,noun,those of lower (younger age or generation order) kinship relationship to oneself,ceux qui ont un lien de parenté inférieur (plus jeune ou de génération inférieure) avec soi-même,บุคคลที่มีความสัมพันธ์ทางเครือญาติต่ำกว่า (อายุน้อยกว่าหรือลำดับรุ่นน้อยกว่า) กับตนเอง,ຜູ້ທີ່ມີອາຍຸຕ່ຳກວ່າ (ຫຼື ລຳດັບລຸ້ນ) ທີ່ມີສາຍພົວພັນທາງຍາດພີ່ນ້ອງກັບຕົນເອງ,những người cấp dưới,晚辈/下级,wǎnbèi,maan5 bui3,,,,,,,,,,,,,,,,,,Original/lorqc_faix.mp3,AI/lorqc_faix_AI.mp3,
5875,lorqc faix,verb,to accept role or position as less important or of lower status,accepter un rôle ou une position comme étant moins important ou de statut inférieur,ยอมรับบทบาทหรือตำแหน่งที่มีความสำคัญน้อยกว่าหรือมีสถานะต่ำกว่า,ຍອມຮັບບົດບາດ ຫຼື ຕຳແໜ່ງທີ່ມີຄວາມສຳຄັນໜ້ອຍກວ່າ ຫຼື ມີສະຖານະພາບຕ່ຳກວ່າ,chấp nhận vai dưới,甘居下位,gānjū xiàwèi,gam1 geoi1 haa6 wai6,,,,,,,,,,,,,,,,,,Original/lorqc_faix.mp3,AI/lorqc_faix_AI.mp3,
5876,lorqc forqv,adjective,in disarray,en désordre,อยู่ในสภาพยุ่งเหยิง,ວຸ້ນວາຍ,trong tình trạng lộn xộn,乱七八糟,luàn qī bā zāo,lyun6 cat1 baat3 zou1,,,,,,,,,,,,,,,,,,Original/lorqc_forqv.mp3,AI/lorqc_forqv_AI.mp3,
5877,lorqc forqv,adjective,disheveled,ébouriffé,ยุ่งเหยิง,ບໍ່ເປັນລະບຽບ,lôi thôi,蓬乱,péng luàn,pung4 lyun6,,,,,,,,,,,,,,,,,,Original/lorqc_forqv.mp3,AI/lorqc_forqv_AI.mp3,
5878,lorqc forqv,adjective,scattered or cluttered (of place),dispersé ou encombré (d'un lieu),กระจัดกระจายหรือรก (ของสถานที่),ກະແຈກກະຈາຍ ຫຼື ວຸ້ນວາຍ,lộn xộn,杂乱的,záluàn de,zaap6 lyun6 dik1,,,,,,,,,,,,,,,,,,Original/lorqc_forqv.mp3,AI/lorqc_forqv_AI.mp3,
5873,lorqc hlo,noun,those of higher (younger age or generation order) kinship relationship to oneself,ceux ayant un lien de parenté plus élevé (plus jeune ou de génération supérieure) avec soi-même,บุคคลที่มีความสัมพันธ์ทางเครือญาติสูงกว่า (อายุน้อยกว่าหรือลำดับรุ่นน้อยกว่า) กับตนเอง,ຜູ້ທີ່ມີສາຍພົວພັນທາງຍາດພີ່ນ້ອງສູງກວ່າ (ອາຍຸນ້ອຍກວ່າ ຫຼື ລຳດັບລຸ້ນ) ກັບຕົນເອງ,những người bề trên,长辈/上级,zhǎngbèi,zoeng2 bui3,,,,,,,,,,,,,,,,,,Original/lorqc_hlo.mp3,AI/lorqc_hlo_AI.mp3,
5879,lorqc houh fing,noun,malicious star that affects females,étoile maléfique qui affecte les femmes,ดาวร้ายที่ส่งผลกระทบต่อเพศหญิง,ດາວທີ່ເປັນອັນຕະລາຍທີ່ສົ່ງຜົນກະທົບຕໍ່ເພດຍິງ,sao xấu với nữ,恶女星,è nǚ xīng,ngok6 neoi5 sing1,,,,,,,,,,,,,,,,,,Original/lorqc_houh_fing.mp3,AI/lorqc_houh_fing_AI.mp3,
5880,lorqc mi'aqv,adjective,settled,réglé,ตั้งรกราก,ຕົກລົງແລ້ວ,ngày giờ định sẵn,定下的日期或时间,dìngxià de rìqī huò shíjiān,ding6 haa6 dik1 jat6 kei4 waak6 si4 gaan1,,,,,,,,,,,,,,,,,,Original/lorqc_mi_aqv.mp3,AI/lorqc_mi_aqv_AI.mp3,
5881,lorqc mi'aqv,adjective,concluded,conclu,สรุป,ສະຫຼຸບແລ້ວ,đã kết luận,已结论,yǐ jiélùn,ji5 git3 leon6,,,,,,,,,,,,,,,,,,Original/lorqc_mi_aqv.mp3,AI/lorqc_mi_aqv_AI.mp3,
5882,lorqc zienh,noun,shadow of person's soul that follows the person,ombre de l'âme d'une personne qui la suit,เงาแห่งวิญญาณของบุคคลที่ติดตามบุคคลนั้นไป,ເງົາຂອງຈິດວິນຍານທີ່ຕິດຕາມຄົນຜູ້ນັ້ນ,bóng của linh hồn,灵魂之影,línghún zhī yǐng,ling4 wan4 zi1 jing2,,,,,,,,,,,,,,,,,,Original/lorqc_zienh.mp3,AI/lorqc_zienh_AI.mp3,
5883,lorqc zienh suangh leic,noun,shadow representing health,ombre représentant la santé,เงาที่แสดงถึงสุขภาพ,ເງົາທີ່ເປັນຕົວແທນຂອງສຸຂະພາບ,bóng đại diện sức khỏe,象征健康的影子,xiàngzhēng jiànkāng de yǐngzi,zoeng6 zing1 gin6 hong1 dik1 jing2 zi2,,,,,,,,,,,,,,,,,,Original/lorqc_zienh_suangh_leic.mp3,AI/lorqc_zienh_suangh_leic_AI.mp3,
5884,lorqv,verb,to lack fragrance,manquer de parfum,ขาดกลิ่นหอม,ຂາດກິ່ນຫອມ,thiếu mùi thơm,不香,bù xiāng,bat1 hoeng1,,,,,,,,,,,,,,,,,,Original/lorqv.mp3,AI/lorqv_AI.mp3,
5885,lorqv,verb,to be without odor,être sans odeur,ปราศจากกลิ่น,ປາດສະຈາກກິ່ນ,không mùi,無味,wúwèi,mou4 mei6,,,,,,,,,,,,,,,,,,Original/lorqv.mp3,AI/lorqv_AI.mp3,
5886,lorqv-lorqv,adverb,repeatedly,à plusieurs reprises,ซ้ำแล้วซ้ำเล่า,ຊ້ຳໆ,liên tục,不断,bùduàn,bat1 dyun6,,,,,,,,,,,,,,,,,,Original/lorqv_lorqv.mp3,AI/lorqv_lorqv_AI.mp3,
5887,lortc,adjective,talkative,bavard,ช่างพูด,ເວົ້າຫຼາຍ,nói nhiều,饒舌,ráoshé,jiu4 sit3,,,,,,,,,,,,,,,,,,Original/lortc.mp3,AI/lortc_AI.mp3,
5888,lortc bortc,adjective,slovenly,négligé,อย่างไม่เรียบร้อย,ຢ່າງບໍ່ສຸພາບ,luộm thuộm,邋遢的,lātā de,laap6 taap3 dik1,,,,,,,,,,,,,,,,,,Original/lortc_bortc.mp3,AI/lortc_bortc_AI.mp3,
5889,lorv,verb,to keep busy so as to feel useful and not lonely,s'occuper pour se sentir utile et ne pas se sentir seul,เพื่อให้ตัวเองยุ่งอยู่เสมอ รู้สึกว่าตัวเองมีประโยชน์และไม่เหงา,ຫຍຸ້ງຢູ່ກັບວຽກເພື່ອຮູ້ສຶກວ່າມີປະໂຫຍດ ແລະ ບໍ່ໂດດດ່ຽວ,làm cho bận rộn,打發時間,dǎ fā shí jiān,daa2 faat3 si4 gaan1,,,,,,,,,,,,,,,,,,Original/lorv.mp3,AI/lorv_AI.mp3,
5890,lorx,adjective,forgetful,oublieux,ขี้ลืม,ຫຼົງລືມ,hay quên,健忘,jiàn wàng,gin6 mong6,,,,,,,hnyouv lorx: easily forget,,,,,,,,,,,Original/lorx.mp3,AI/lorx_AI.mp3,
5891,lorx,adjective,idle,inactif,ว่าง,ຢູ່ລ້າໆ,lười biếng,闲置,xián zhì,haan4 zi3,,,,,,,,,,,,,,,,,,Original/lorx.mp3,AI/lorx_AI.mp3,
5892,lorx,adjective,inattentive,inattentif,ไม่ใส่ใจ,ບໍ່ສົນໃຈ,thiếu chú ý,疏忽,shū hu,so1 fat1,,,,,,,,,,,,,,,,,,Original/lorx.mp3,AI/lorx_AI.mp3,
5893,lorx,adjective,lonely and lethargic,solitaire et léthargique,โดดเดี่ยวและเฉื่อยชา,ໂດດດ່ຽວ ແລະ ເຫງົານອນ,cô đơn lờ đờ,孤独无神,gūdú wúshén,gu1 duk6 mou4 san4,,,,,,,,,,,,,,,,,,Original/lorx.mp3,AI/lorx_AI.mp3,
5894,lorx lorx wuov,verb,to feel lonesome and at loss what to do,"se sentir seul et perdu, sans savoir quoi faire",รู้สึกเหงาและไม่รู้จะทำอย่างไรดี,ຮູ້ສຶກໂດດດ່ຽວ ແລະ ສູນເສຍສິ່ງທີ່ຄວນເຮັດ,ngứa sâu bên trong,深處發癢,shēn chù fā yǎng,sam1 syu3 faat3 joeng5,,,,,,,,,,,,,,,,,,Original/lorx_lorx_wuov.mp3,AI/lorx_lorx_wuov_AI.mp3,
5895,lorz,verb,to seek,chercher,เพื่อค้นหา,ຊອກຫາ,tìm kiếm,寻求,xún qiú,cam4 kau4,,,,,,,,,,,,,,,,,,Original/lorz.mp3,AI/lorz_AI.mp3,
5896,lorz,verb,to search for,rechercher,เพื่อค้นหา,ເພື່ອຄົ້ນຫາ,tìm kiếm,寻找,xún zhǎo,cam4 zaau2,,,,,,,,,,,,,,,,,,Original/lorz.mp3,AI/lorz_AI.mp3,
5897,lorz,verb,to look for,à rechercher,เพื่อค้นหา,ຊອກຫາ,kiếm,搜尋,sōu xún,sau1 seon1,,,,,,,,,,,,,,,,,,Original/lorz.mp3,AI/lorz_AI.mp3,
5898,lorz buatc,verb,to discover,découvrir,เพื่อค้นหา,ຄົ້ນພົບ,phát hiện,发现,fāxiàn,faat3 jin6,,,,,,,,,,,,,,,,,,Original/lorz_buatc.mp3,AI/lorz_buatc_AI.mp3,
5899,lorz buatc,verb,to find,trouver,เพื่อค้นหา,ເພື່ອຊອກຫາ,tìm thấy,找到,zhǎodào,zaau2 dou3,,,,,,,,,,,,,,,,,,Original/lorz_buatc.mp3,AI/lorz_buatc_AI.mp3,
5900,lorz cien,verb,to determine or try to find out kin relationships,déterminer ou tenter de déterminer les liens de parenté,เพื่อตรวจสอบหรือพยายามค้นหาความสัมพันธ์ทางเครือญาติ,ເພື່ອກຳນົດ ຫຼື ພະຍາຍາມຊອກຫາຄວາມສຳພັນທາງຍາດພີ່ນ້ອງ,tìm quan hệ họ hàng,查亲属关系,chá qīnshǔ guānxì,caa4 can1 suk6 gwaan1 hai6,,,,,,,,,,,,,,,,,,Original/lorz_cien.mp3,AI/lorz_cien_AI.mp3,
5901,lou,noun,betel,bétel,พลู,ໝາກພິລາ,trầu,槟榔叶,bīnláng yè,ban1 long4 jip6,,,,,,,,,,,,,,,,,,Original/lou.mp3,AI/lou_AI.mp3,
5902,lou,verb,to pilfer,voler,ขโมย,ປຸ້ນຈີ້,ăn cắp vặt,偷竊,tōu qiè,tau1 sit3,,,,,,,,,,,,,,,,,,Original/lou.mp3,AI/lou_AI.mp3,
5903,lou-biouv,noun,betel nut,noix de bétel,หมาก,ໝາກຖົ່ວ,cau,槟榔果,bīnláng guǒ,ban1 long4 gwo2,,,,,,,,,,,,,,,,,,Original/lou_biouv.mp3,AI/lou_biouv_AI.mp3,
5904,louc,noun,street,rue,ถนน,ຖະໜົນ,đường,街道,jiēdào,gaai3 dou6,,,,,,,,,,,,,,,,Literary,,Original/louc.mp3,AI/louc_AI.mp3,
5905,louc,noun,road,route,ถนน,ຖະໜົນ,con đường,路,lù,lou6,,,,,,,,,,,,,,,,Literary,,Original/louc.mp3,AI/louc_AI.mp3,
5906,louc,noun,trail,piste,เส้นทาง,ເສັ້ນທາງ,lối mòn,小径,xiǎojìng,siu2 ging3,,,,,,,,,,,,,,,,Literary,,Original/louc.mp3,AI/louc_AI.mp3,
5907,louc,noun,path,chemin,เส้นทาง,ເສັ້ນທາງ,con đường,小路,xiǎolù,siu2 lou6,,,,,,,,,,,,,,,,Literary,,Original/louc.mp3,AI/louc_AI.mp3,
5908,Louc,noun,Low,Faible,ต่ำ,ຕ່ຳ,,,,,The first part of a given name for a child born while the mother was still on the road home or to the hospital.,La première partie du prénom d'un enfant né alors que sa mère était encore en route pour rentrer chez elle ou pour l'hôpital.,ส่วนแรกของชื่อที่ตั้งให้เด็กที่เกิดขณะที่มารดายังอยู่ระหว่างเดินทางกลับบ้านหรือไปโรงพยาบาล,ສ່ວນທຳອິດຂອງຊື່ທີ່ກຳນົດໃຫ້ສຳລັບເດັກທີ່ເກີດໃນຂະນະທີ່ແມ່ຍັງຢູ່ໃນເສັ້ນທາງກັບບ້ານ ຫຼື ໄປໂຮງໝໍ.,Phần đầu của tên gọi dành cho đứa trẻ sinh ra khi người mẹ vẫn đang trên đường về nhà hoặc đến bệnh viện.,如果孩子出生时母亲还在回家或去医院的路上，那么孩子的名字就是这个名字的第一部分。,,,,,,,,,,,,Original/louc.mp3,AI/louc_AI.mp3,
5909,louc,verb,to strain or filter impurities from liquid,filtrer ou éliminer les impuretés d'un liquide,เพื่อกรองหรือแยกสิ่งเจือปนออกจากของเหลว,ກັ່ນ ຫຼື ກັ່ນຕອງສິ່ງເຈືອປົນອອກຈາກຂອງແຫຼວ,lọc tạp chất,过滤杂质,guòlǜ zázhì,gwo3 leoi6 zaap6 zat1,,,,,,,,,,,,,,,,,,Original/louc.mp3,AI/louc_AI.mp3,
